Tanggal,Comment,standardized_text,Sentiment,Platform
2024-07-29,Wtb male HM or any category?,mencari half marathon pria atau kategori apapun?,netral,Instagram
2024-07-29,"WTB 10K Male, klo ada yg mau jual, boleh dm 🙏🙏🙏 terima kasih","mencari 10 kilometer pria, kalau ada yang mau jual, silakan kirim pesan [memohon][memohon][memohon] terima kasih",netral,Instagram
2024-07-29,"WTB 10K boleh dm saya, terima kasih🙏🙏🙏","mencari 10 kilometer, boleh kirim pesan ke saya, terima kasih [memohon][memohon][memohon]",netral,Instagram
2024-07-29,WTB HM Male ✨🥹,mencari half marathon pria [berkilau][menangis],netral,Instagram
2024-07-29,"WTB 10K male boleh dm saya, terima kasih🙏🙏🙏","mencari 10 kilometer pria, silakan kirim pesan ke saya, terima kasih [memohon][memohon][memohon]",netral,Instagram
2024-07-29,Bismillah VFM 🙌🤲,bismillah virgin full marathon [mengangkat tangan][berdoa],positif,Instagram
2024-07-29,Minggu kmren 30K done,minggu kemarin 30 kilometer selesai,positif,Instagram
2024-07-29,#mmB2024 mosquito's team 10k and 21k @Ramona_Bio,tim nyamuk 10 kilometer dan 21 kilometer,netral,Twitter
2024-07-29,"@alsukma silakan dijalankan program trainingnya, untuk area Jakarta, strength training akan diadakan setiap hari Kamis. Weekly long run juga diadakan di beberapa kota ya setiap hari Minggu😊","silakan jalankan program latihannya, untuk wilayah jakarta, latihan kekuatan akan diadakan setiap hari kamis. latihan long run mingguan juga diadakan di beberapa kota ya setiap hari minggu [tersenyum]",positif,Instagram
2024-07-29,"baru juga nyari, eh udah ada😍😂🔥","baru juga mencari, eh sudah ada [jatuh cinta][tertawa][api]",positif,Instagram
2024-07-29,"yang mau tuker HM dengan FM, aku punya satu slot FM DM","yang mau tukar half marathon dengan full marathon, saya punya satu slot full marathon, kirim pesan ya",netral,Instagram
2024-07-29,"Min, week 11 blm di post kah? 😁","admin, minggu ke 11 belum diposting ya? [tersenyum]",netral,Instagram
2024-07-29,Ada yg jual slot HM male?,ada yang jual slot half marathon pria?,netral,Instagram
2024-07-29,Hore CFD-an jadi 22K 🥳,hore car free day jadi 22 kilometer [pesta],positif,Instagram
2024-07-29,"kalo mau ikutan training ini, gimana caranya min?","kalau mau ikut latihan ini, bagaimana caranya admin?",netral,Instagram
2024-07-29,Jadi udah mulai tapering ya harusnya? bukan minggu ini paling peak? 😅,jadi sudah mulai taper ya seharusnya? bukan minggu ini justru puncaknya? [bingung],netral,Instagram
2024-07-29,"🔥🔥 weekend barusan gagal longrun 30km nya, hanya 19k. Bisa gak yah ditebus weekend ini?","[api][api] akhir pekan kemarin gagal long run 30 kilometer, hanya 19 kilometer. bisa ditebus akhir pekan ini tidak ya?",netral,Instagram
2024-07-29,"Naik naik lalu turun, menuju taper 😂","naik lalu turun, menuju masa taper [tertawa]",positif,Instagram
2024-07-29,WTB 10K boleh dm saya terima kasih🙏🙏,"mencari 10 kilometer, boleh kirim pesan ke saya terima kasih [memohon][memohon]",netral,Instagram
2024-07-29,"WTS HM 1 slot, bisa DM🙏🏻","menjual half marathon 1 slot, bisa kirim pesan [memohon]",netral,Instagram
2024-07-30,Bisa yuk bisa yuk thn depan @novikepike 🔥🔥🔥🔥,bisa yuk bisa yuk tahun depan [api][api][api][api],positif,Instagram
2024-07-30,ada yg jual slot 10K ga ?,ada yang jual slot 10 kilometer tidak?,netral,Instagram
2024-07-30,Kak ini lokasi latihannya yg di jkt dimana ya,"kak, ini lokasi latihannya yang di jakarta di mana ya",netral,Instagram
2024-07-30,Dicari 1 Slot Maybank  10 K atau 21 jika ada yang jual DM !,"mencari 1 slot maybank 10 kilometer atau 21 kalau ada yang jual, kirim pesan!",netral,Instagram
2024-07-30,Gimana cara daftar untuk ikut event nya min?,bagaimana cara daftar untuk ikut acara ini admin?,netral,Instagram
2024-07-30,@anthraxxx781 Maybank marathon ada? @maybankmarathon,maybank marathon ada?,netral,Twitter
2024-07-30,gw mau jual room hotel di Bali untuk Maybank Marathon ya. Lokasi deket bgt sm venue yg baru Tahun ini. Alasan: gw ga dapet slot.SAD :( Bisa gw cancel sebenernya tapii mending gw jual ke temen2 siapa tahu ada yg mau. DM for Hotel and Price ya...,"saya mau jual kamar hotel di bali untuk maybank marathon ya. lokasinya sangat dekat dengan lokasi baru tahun ini. alasan: saya tidak dapat slot. sedih :( sebenarnya bisa dibatalkan tapi lebih baik saya jual ke teman teman, siapa tahu ada yang mau. kirim pesan untuk hotel dan harga ya.",netral,Twitter
2024-07-30,Dimana latihannya,lokasi latihannya di mana,netral,Instagram
2024-07-31,"WTS Slot FM Female 😢
Dengan berat hati harus mundur karena cedera 😢😢😢",menjual slot full marathon wanita [sedih] dengan berat hati harus mundur karena cedera [sedih][sedih][sedih],negatif,Instagram
2024-07-31,Hm 2 pcs ygvmaubdk,"half marathon 2 buah, siapa mau bisa dm",netral,Instagram
2024-07-31,Info kalau ada yg jual 10K atay HM @madekrisnaas,info kalau ada yang jual 10 kilometer atau half marathon,netral,Instagram
2024-07-31,WTB 10k Men,mencari 10 kilometer pria,netral,Instagram
2024-07-31,"WTB male 10K, kalo ada yang mau jual silakan DM.. Tengkyu","mencari pria 10 kilometer, kalau ada yang mau jual silakan kirim pesan.. terima kasih",netral,Instagram
2024-07-31,@maybankmarathon RPC Sabtu sampai jam brp?,pengambilan race pack hari sabtu sampai jam berapa?,netral,Instagram
2024-07-31,💚,[hati hijau],netral,Instagram
2024-07-31,WTS Slot FM Female 😢 Dengan berat hati harus mundur karena cedera 😢😢😢,menjual slot full marathon wanita [sedih] dengan berat hati harus mundur karena cedera [sedih][sedih][sedih],negatif,Instagram
2024-07-31,Final call to register for the Maybank Marathon Bali! Race registration closes on 10th August meaning you only have ten days left to sign up!  #MMB24 #MMB2024 #runningmotivation #training #ahotu #bali #indonesia #islandparadise #baliindonesia,"panggilan terakhir untuk daftar maybank marathon bali! pendaftaran ditutup tanggal 10 agustus, artinya kamu hanya punya sepuluh hari lagi untuk mendaftar!",positif,Twitter
2024-07-31,Semangattt pagiiii.. apa sudah ada update informasi map course nya? 😍😍😍😍,semangat pagi. apakah sudah ada pembaruan informasi peta rutenya? [jatuh cinta][jatuh cinta],positif,Instagram
2024-07-31,Hm 2 pcs minat dm,"half marathon 2 buah, minat kirim pesan",netral,Instagram
2024-07-31,Dm hmncptcptan,kirim pesan cepat untuk half marathon,netral,Instagram
2024-08-01,"Min, START dan FINISHnya apakah di lapangan bali united training center juga ?","admin, start dan finish nya apakah di lapangan bali united training center juga?",netral,Instagram
2024-08-01,Yg ikut MBM ada yg ngebis kah? #MaybankMarathon,yang ikut maybank marathon bali ada yang naik bis tidak?,netral,Twitter
2024-08-01,blm rejeki bisa ikut thn ini 😰 smg bisa thn depan 🤲,belum rezeki bisa ikut tahun ini [takut] semoga bisa tahun depan [berdoa],netral,Instagram
2024-08-01,do NOT buy any tickets from @ damarmurup_. He is a scammer!!! He will take your money @maybankmarathon,jangan beli tiket dari dia penipu! dia akan ambil uangmu,negatif,Instagram
2024-08-01,Ada yg jual 2 slot kah?,ada yang jual 2 slot tidak?,netral,Instagram
2024-08-01,siap wtb HM klo ada yang berhalangan..,siap membeli half marathon kalau ada yang berhalangan hadir..,netral,Instagram
2024-08-01,WTB male 10 K. Bisa DM yah kak,mencari pria 10 kilometer. bisa kirim pesan ya kak,netral,Instagram
2024-08-01,ada yang jual 10 k ?,ada yang jual 10 kilometer?,netral,Instagram
2024-08-01,Is there one for this weekend?,apakah ada acara lari akhir pekan ini?,netral,Instagram
2024-08-01,Hi there! Is there a long run planned for this week in Bali Sat 3 or Sun 4 August?,halo! apakah ada long run yang direncanakan di bali pada sabtu 3 atau minggu 4 agustus?,netral,Instagram
2024-08-01,🧡🧡🧡,[hati oranye][hati oranye],netral,Instagram
2024-08-01,Btw emg bisa ya beli slot orang di maybank marathon ? Sepengalaman saya taun lalu ada org dr makassar beli slot orang udh pake surat kuasa tapi gabisa kepake krna ambil racepacknya harus scan wajah pemilik slot aslinya sesuai nama yg di dftrin .,btw memang bisa ya beli slot orang lain di maybank marathon? sepengalaman saya tahun lalu ada orang dari makassar beli slot orang pakai surat kuasa tapi tidak bisa digunakan karena pengambilan race pack nya harus scan wajah pemilik slot asli sesuai nama yang didaftarkan.,netral,Instagram
2024-08-01,Wts Male Halfmarathon ; alsan cancel bentrok acara,menjual half marathon pria; alasan batal karena bentrok acara,netral,Instagram
2024-08-01,Hi is there a long run in Denpasar this weekend Sat 3 August?,"hai, apakah ada long run di denpasar akhir pekan ini sabtu 3 agustus?",netral,Instagram
2024-08-01,Kyk e tahun ini belum rezeki bisa ikut event HM dua kali daftar maybank marathon sama bomar nggak dapat slot,"sepertinya tahun ini belum rezeki bisa ikut acara half marathon, dua kali daftar maybank marathon dan borobudur marathon tidak dapat slot",netral,Twitter
2024-08-01,Info penginapan donk yg deket venue 🙏🏻,info penginapan dong yang dekat venue [memohon],netral,Instagram
2024-08-01,Maybank Bali Marathon: ️️️ Pocari: gagal jg tapi akhirnya dapet pake akun @shanti_dn ️ Borobudur Marathon:,maybank bali marathon: pocari: gagal juga tapi akhirnya dapat pakai akun borobudur marathon:,netral,Twitter
2024-08-02,Kok balikpapan gak ada min? Padahal ada tanggal 04 nanti😢,"kok balikpapan tidak ada, admin? padahal ada tanggal 04 nanti [sedih]",negatif,Instagram
2024-08-02,ngikuttt,ikut,positif,Instagram
2024-08-02,Ini pengambilan racepack nya gmn ya @maybankmarathon ? Kebetulan saya dari jambi pengen ikut,ini pengambilan racepack nya bagaimana ya kebetulan saya dari jambi ingin ikut,netral,Instagram
2024-08-02,Jakarta penuh terus gapernah kebagian,jakarta penuh terus tidak pernah kebagian,negatif,Instagram
2024-08-02,Jkt udah full?,jakarta sudah penuh?,netral,Instagram
2024-08-02,keren @jonathanharpinsm,keren,positif,Instagram
2024-08-02,Ada yang jual 10K?,ada yang jual 10 kilometer?,netral,Instagram
2024-08-02,Ini kalau jakarta penuh terus bisa langsung datang gak ya min?,"kalau jakarta penuh terus, bisa langsung datang tidak ya admin?",netral,Instagram
2024-08-02,"Jual hotel ada 4 kamar untuk mbm, 24-25 ags, 15 menitan ke venue naik gojek. 700rb / kamar.","jual hotel ada 4 kamar untuk maybank marathon, 24–25 agustus, 15 menit ke venue naik ojek daring. 700 ribu per kamar.",netral,Instagram
2024-08-02,"Semangat. Siap untuk FM kelima. (2013, 2014, 2015, 2016, 2024)","semangat. siap untuk full marathon kelima. (2013, 2014, 2015, 2016, 2024)",positif,Instagram
2024-08-02,Start dimana?,start di mana?,netral,Instagram
2024-08-02,Masih ada yg jual slot 10K kah? Pleaseeeeee🙏🙏🙏,masih ada yang jual slot 10 kilometer tidak? tolong ya [memohon][memohon][memohon],netral,Instagram
2024-08-02,Ada yg jual HM ?,ada yang jual half marathon?,netral,Instagram
2024-08-02,wts hm female size S boleh dm,menjual half marathon wanita ukuran s boleh kirim pesan,netral,Instagram
2024-08-02,Wohooo gasshh 🙌🔥,woho gas [mengangkat tangan][api],positif,Instagram
2024-08-02,Wtb Hm?,mencari half marathon?,netral,Instagram
2024-08-02,Ada yang di bandung?,ada yang di bandung?,netral,Instagram
2024-08-02,"Jakarta dah full aja, ga dapet2 slot 😢","jakarta sudah penuh lagi, tidak dapat slot [sedih]",negatif,Instagram
2024-08-02,Highly power 🔥 semangat sebentar lagiii,semangat penuh tenaga [api] semangat sebentar lagi,positif,Instagram
2024-08-02,Ahhh masuk feed nya 😍😍😍 walau sepotong leliatan  nya yg paling belakang 🤣,ah masuk ke unggahan [jatuh cinta][jatuh cinta] walau hanya sepotong kelihatan paling belakang [tertawa],positif,Instagram
2024-08-02,Ada pilihan pace ga?,apakah ada pilihan pace?,netral,Instagram
2024-08-02,Yang mau tukar size baju dari L ke M bisa DM yaa only male 🙌,yang mau tukar ukuran baju dari l ke m bisa kirim pesan ya hanya pria [mengangkat tangan],netral,Instagram
2024-08-02,Jkt full booked terusss...kayak tiket war aja,jakarta penuh terus. seperti rebutan tiket konser,negatif,Instagram
2024-08-02,Hadir 💪,hadir [otot],netral,Instagram
2024-08-02,Mingdep gas ya pak @gilanggwp_,minggu depan gas ya pak,positif,Instagram
2024-08-02,@kikynatalias 🔥,[api],positif,Instagram
2024-08-02,Cover majalah @_____elisabethnovita,sampul majalah,netral,Instagram
2024-08-02,@lerryslippery @fe3lthebeat Mau jual Maybank marathon ka ? yang 10k saya perlu,mau jual maybank marathon tidak? saya perlu yang 10 kilometer,netral,Twitter
2024-08-02,WTB Maybank Marathon 2024 10K.. Male XL.. Barangkali ada ga jadi berangkat #maybankmarathon #maybankmarathon2024 #wtbmaybankmarathon #wtsmaybankmarathon,mencari maybank marathon 2024 10 kilometer.. pria ukuran xl.. barangkali ada yang batal berangkat,netral,Twitter
2024-08-02,Ingin ikutan tapi ttp setia join @strongmanis 😌,ingin ikutan tapi tetap setia gabung di [tenang],positif,Instagram
2024-08-02,Selalu terdepann @_____elisabethnovita 🔥,selalu terdepan [api],positif,Instagram
2024-08-02,Yg Gianyar itu langsung test route?,yang gianyar itu langsung tes rute?,netral,Instagram
2024-08-02,Siap menggilas jalanan CFD 💪🏃‍♂️🏃‍♀️ Gaskeun @novi_s914 @fredylo74 🔥,siap menaklukkan jalanan cfd [otot][pelari laki laki][pelari perempuan] gas [api],positif,Instagram
2024-08-02,Wtb Hm/10K,mencari half marathon/10 kilometer,netral,Instagram
2024-08-03,Masih ada tiket?,masih ada tiket?,netral,Instagram
2024-08-03,elevation nya maybank marathon kok bikin keringat dinginnnn tbl,elevasi maybank marathon kok bikin keringat dingin banget,negatif,Twitter
2024-08-03,Kalau ada yang CANCEL KABARIN YAAA. TAHUN LALU Belum kesampaian.,kalau ada yang batal kabari ya. tahun lalu belum kesampaian.,netral,Instagram
2024-08-03,Kota Malang kapan nihh min..???😍😍😍👏🔥🔥,"kota malang kapan nih, admin..? [jatuh cinta][jatuh cinta][bertepuk tangan][api][api]",positif,Instagram
2024-08-03,Kalau ada yg Cancel 25 Agustus mau yaaaaaa,kalau ada yang batal 25 agustus saya mau ya,netral,Instagram
2024-08-03,Harusnya bulan ini lari di Maybank Bali Marathon harusnya,seharusnya bulan ini lari di maybank bali marathon,netral,Twitter
2024-08-03,🔥🔥🔥👏👏👏,[api][api][api][bertepuk tangan][bertepuk tangan],positif,Instagram
2024-08-03,Wtb slot HM dong yg pake kode voucher 🙏,mencari slot half marathon dong yang pakai kode voucher [memohon],netral,Instagram
2024-08-03,"Info pnginapan dong kak yg dkt dari venue, 🙏🏻🙏🏻",info penginapan dong kak yang dekat dari venue [memohon][memohon],netral,Instagram
2024-08-03,Kalau ada yg CANCEL DENPASAR. MAU YAH,kalau ada yang batal denpasar. mau ya,netral,Instagram
2024-08-03,Wtb 10k if there is any,mencari 10 kilometer jika ada,netral,Instagram
2024-08-03,"Info min, lokasi race pack collection dimana ya 🫰","info admin, lokasi pengambilan race pack di mana ya [mengangkat tangan dua jari]",netral,Instagram
2024-08-03,WTB 10k Male n Female pleaseee 🥹,mencari 10 kilometer pria dan wanita tolong ya [menangis],netral,Instagram
2024-08-04,Maybank Marathon versi Balikpapan dulu Bali nya belum sanggup soalnya #balikpapan,"maybank marathon versi balikpapan dulu, bali nya belum sanggup soalnya",netral,Twitter
2024-08-04,Daftar gimana min,"daftar bagaimana, admin?",netral,Instagram
2024-08-04,Uda daftar tp ga dapet invitationya huhu😢,sudah daftar tapi tidak dapat undangannya huhu [sedih],negatif,Instagram
2024-08-04,min nanti.. COT 42km brp jam min?? 🙏🏻🙏🏻,admin nanti.. waktu maksimum 42 kilometer berapa jam ya? [memohon][memohon],netral,Instagram
2024-08-04,"Slot longrun Jkt tambahin min, ga pernah kebagian nih😢","slot long run jakarta ditambah dong, tidak pernah kebagian [sedih]",negatif,Instagram
2024-08-04,Maksudnya max effort 15' itu apa ya min?,maksudnya usaha maksimal 15 menit itu apa ya admin?,netral,Instagram
2024-08-04,Min apa bener yg d group group itu ? Tanjakan 80% turunan 20% 😭😭😭😭😭,"admin apa benar yang di grup itu? tanjakan 80%, turunan 20% [menangis]",negatif,Instagram
2024-08-04,"Barusan slsi program 22K min, minggu depan insya alloh ikutan lagi hehe","baru saja menyelesaikan program 22 kilometer admin, minggu depan insyaallah ikutan lagi hehe",positif,Instagram
2024-08-04,Info kos kosan dong kak yg deket venue😢😢😢,info kos kosan dong kak yang dekat venue [sedih][sedih][sedih],negatif,Instagram
2024-08-04,Min mau tanya untuk Longrun Pekan depan 20 K nya Pakai Pace Race atau Pace lebih lambat dari Pace Race ?,"admin mau tanya, untuk long run pekan depan 20 kilometer nya pakai pace lomba atau pace lebih lambat dari pace lomba?",netral,Instagram
2024-08-04,"Kalau ada yg mau jual tiket 10K Male, info yaa","kalau ada yang mau jual tiket 10 kilometer pria, info ya",netral,Instagram
2024-08-04,Info penginapan yg dekat venue donk 🙏🏻,info penginapan yang dekat venue dong [memohon],netral,Instagram
2024-08-04,"Halo kak, info dong apakah masih bisa beli tiket shuttle bus nya","halo kak, info dong apakah masih bisa beli tiket shuttle bus nya?",netral,Instagram
2024-08-04,Detail mengenai maybank marathon 2024 ini bs dilihat dmn ya? Cek website nya semua page nya error. Mau lihat race track nya dmn ya? 3 minggu lagi nih min.,detail mengenai maybank marathon 2024 ini bisa dilihat di mana ya? cek website nya semua halaman error. mau lihat peta lomba di mana ya? 3 minggu lagi nih admin.,negatif,Instagram
